"uri","answering body","answer text","answering member > label","answering member constituency","answering member printed","date of answer","uin"
"http://data.parliament.uk/resources/100109/answer","HM Treasury","<p>It has been a long standing feature that Vehicle Excise Duty licences are issued from the first day of each month. Licensing on a date other than the first of the month would add administrative complexity and cost to the tax system.</p><p> </p><p> </p><p> </p><p>As a consequence of the abolition of the tax disc, from 1 October 2014 there will be around 2.5 million motorists that will now receive automatic refunds upon selling their vehicle that would not have done so previously. The Tax Information and Impact Note published on 10 December 2013 estimated that the abolition of the tax disc would have no Exchequer revenue impact. We expect the revenue impact of the introduction of automatic refunds and the non-transferability of the vehicle licence to cancel each other out.</p><p> </p><p> </p><p> </p><p>The administrative cost savings from the abolition of the tax disc are estimated to be £13.8m per year as set out in the Impact Assessment published by the Driver and Vehicle Licensing Agency (DVLA) on 8 September 2014. These savings reflect the costs associated with producing, issuing and posting the tax disc.</p><p> </p><p> </p><p> </p>","Biography information for Priti Patel","Witham","Priti Patel","2014-10-28","211358"
"http://data.parliament.uk/resources/100110/answer","HM Treasury","<p>It has been a long standing feature that Vehicle Excise Duty licences are issued from the first day of each month. Licensing on a date other than the first of the month would add administrative complexity and cost to the tax system.</p><p> </p><p> </p><p> </p><p>As a consequence of the abolition of the tax disc, from 1 October 2014 there will be around 2.5 million motorists that will now receive automatic refunds upon selling their vehicle that would not have done so previously. The Tax Information and Impact Note published on 10 December 2013 estimated that the abolition of the tax disc would have no Exchequer revenue impact. We expect the revenue impact of the introduction of automatic refunds and the non-transferability of the vehicle licence to cancel each other out.</p><p> </p><p> </p><p> </p><p>The administrative cost savings from the abolition of the tax disc are estimated to be £13.8m per year as set out in the Impact Assessment published by the Driver and Vehicle Licensing Agency (DVLA) on 8 September 2014. These savings reflect the costs associated with producing, issuing and posting the tax disc.</p><p> </p><p> </p><p> </p>","Biography information for Priti Patel","Witham","Priti Patel","2014-10-28","211359"
"http://data.parliament.uk/resources/100111/answer","HM Treasury","<p>It has been a long standing feature that Vehicle Excise Duty licences are issued from the first day of each month. Licensing on a date other than the first of the month would add administrative complexity and cost to the tax system.</p><p> </p><p> </p><p> </p><p>As a consequence of the abolition of the tax disc, from 1 October 2014 there will be around 2.5 million motorists that will now receive automatic refunds upon selling their vehicle that would not have done so previously. The Tax Information and Impact Note published on 10 December 2013 estimated that the abolition of the tax disc would have no Exchequer revenue impact. We expect the revenue impact of the introduction of automatic refunds and the non-transferability of the vehicle licence to cancel each other out.</p><p> </p><p> </p><p> </p><p>The administrative cost savings from the abolition of the tax disc are estimated to be £13.8m per year as set out in the Impact Assessment published by the Driver and Vehicle Licensing Agency (DVLA) on 8 September 2014. These savings reflect the costs associated with producing, issuing and posting the tax disc.</p><p> </p><p> </p><p> </p>","Biography information for Priti Patel","Witham","Priti Patel","2014-10-28","211360"
"http://data.parliament.uk/resources/100112/answer","Department for Communities and Local Government","<p>Questions 207630 and 207599 were answered on 30 October.</p>","Biography information for Brandon Lewis","Great Yarmouth","Brandon Lewis","2014-11-11","211289"
"http://data.parliament.uk/resources/100113/answer","Department for Communities and Local Government","<p>Questions 207630 and 207599 were answered on 30 October.</p>","Biography information for Brandon Lewis","Great Yarmouth","Brandon Lewis","2014-11-11","211290"
"http://data.parliament.uk/resources/100114/answer","Department for Communities and Local Government","<p>I refer the rt. hon. Member to my written answer of 9 October 2014, PQ 208138.</p>","Biography information for Brandon Lewis","Great Yarmouth","Brandon Lewis","2014-10-28","211286"
"http://data.parliament.uk/resources/100115/answer","Department for Communities and Local Government","<p>Question 210272 was answered on 18 December 2014.</p>","Biography information for Stephen Williams","Bristol West","Stephen Williams","2015-01-05","211287"
"http://data.parliament.uk/resources/100116/answer","Department for Work and Pensions","<p>From the latest data available, 280,780 applications have been made for Funeral Payments in Great Britain between May 2010 and September 2014. In the same period there have been 139,560 refusals.</p><p> </p><p> </p><p> </p><p><strong>Notes</strong></p><p> </p><p>1. These figures do not include applications which were processed clerically and have not yet been entered on to the Social Fund Computer System.</p><p> </p><p>2. The figures given are the number of applications and initial refusals in the given time period and not the number of people who made applications or received awards. An individual may make more than one application in a year. Information on the number of people who made applications and received awards is not available.</p><p> </p><p>3. The refusal figures given are based on the initial decisions made on each case and may include cases where an award was later made on review.</p><p> </p><p>4. All figures are rounded to the nearest 10.</p>","Biography information for Steve Webb","Thornbury and Yate","Steve Webb","2014-10-24","211293"
"http://data.parliament.uk/resources/100117/answer","Department for Communities and Local Government","<p>Question 208912 was answered on 18 December 2014.</p>","Biography information for Stephen Williams","Bristol West","Stephen Williams","2015-01-05","211288"
"http://data.parliament.uk/resources/100118/answer","Department for Culture Media and Sport","<p>In 2010/11 Government funding for VisitBritain and VisitEngland was £40.323 million. In 2014/15 Government funding was £51.984 million. The table contains a breakdown of the funding:</p><p> </p><table><tbody><tr><td><p><strong>Financial Year</strong></p></td><td><p><strong>VisitBritain GIA (£m)</strong></p></td><td><p><strong>VisitBritain GREAT Funding (£m)</strong></p></td><td><p><strong>VisitEngland GIA (£m)</strong></p></td><td><p><strong>VisitEngland GREAT Funding (£m)</strong></p></td><td><p><strong>VisitEngland Regional Growth Fund via BIS (£m)</strong></p></td><td><p><strong>Total</strong></p></td></tr><tr><td><p>2010/11</p></td><td><p>40.323*</p></td><td><p>-</p></td><td><p> </p></td><td><p> </p></td><td><p> </p></td><td><p>40.323</p></td></tr><tr><td><p>2014/15</p></td><td><p>19.883</p></td><td><p>17</p></td><td><p>6.364</p></td><td><p>2</p></td><td><p>6.737</p></td><td><p>51.984</p></td></tr></tbody></table><p>*grant-in-aid for both bodies was recorded on a consolidated basis before 2011/12.</p><p> </p><p><strong> </strong></p>","Biography information for Mrs Helen Grant","Maidstone and The Weald","Mrs Helen Grant","2014-10-24","211285"
"http://data.parliament.uk/resources/100119/answer","Department for Culture Media and Sport","<p>The Northern Ireland Minister for Culture Arts and Leisure has not raised this matter with me. Questions surrounding the funding of the Ulster Orchestra are matters for the Northern Ireland Executive.</p>","Biography information for Mr Edward Vaizey","Wantage","Mr Edward Vaizey","2014-10-28","211218"
"http://data.parliament.uk/resources/100120/answer","Department for Culture Media and Sport","<p>Since 2010, domestic tourism spend in England has grown by 14.1% - from £56.7bn* to £64.7bn in 2013. Domestic tourism spend in 2012 was a record-breaking £67,956m. We will not have a final figure for 2014 until next year. Overall, Deloitte estimated that the tourism industry was worth £127 billion GVA to the UK economy in 2013, £58 billion of which is ‘direct’ contribution.</p><p> </p><p><em>Source: </em><a href="http://www.visitengland.org/insight-statistics/major-tourism-surveys/overnightvisitors/" target="_blank"><em>http://www.visitengland.org/insight-statistics/major-tourism-surveys/overnightvisitors/</em></a><em> ; </em><a href="http://www.visitengland.org/insight-statistics/major-tourism-surveys/dayvisitors/" target="_blank"><em>http://www.visitengland.org/insight-statistics/major-tourism-surveys/dayvisitors/</em></a></p><p>*this is based on an estimate as there was no day visit survey in 2010</p><p> </p>","Biography information for Mrs Helen Grant","Maidstone and The Weald","Mrs Helen Grant","2014-10-24","211253"
