"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/426150","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, how many people were in receipt of the carer addition element of pension credit in in (a) the UK, (b) Scotland, (c) Glasgow and (d) Glasgow East constituency in the most recent period for which figures are available.","Biography information for Natalie McGarry","Natalie McGarry","House of Commons Tabled Parliamentary Question 2015/16 14714","14714"
"http://data.parliament.uk/resources/426151","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, how many women aged (a) 60, (b) 61, (c) 62, (d) 63, (e) 64, (f) 65, (g) 66 and (h) 67 were in receipt of carers' allowance in (i) the UK, (ii) Scotland, (iii) Glasgow and (iv) Glasgow East constituency in the most recent period for which figures are available.","Biography information for Natalie McGarry","Natalie McGarry","House of Commons Tabled Parliamentary Question 2015/16 14715","14715"
"http://data.parliament.uk/resources/426152","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, how many people in (a) the UK, (b) Scotland, (c) Glasgow and (d) Glasgow East constituency are in receipt of both the state pension and carer's allowance in the 2015-16  financial year.","Biography information for Natalie McGarry","Natalie McGarry","House of Commons Tabled Parliamentary Question 2015/16 14801","14801"
"http://data.parliament.uk/resources/426153","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, what estimate he has made of Government expenditure on the carer addition element of pension credit in (a) the UK, (b) Scotland, (c) Glasgow and (d) Glasgow East constituency in the 2015-16 financial year.","Biography information for Natalie McGarry","Natalie McGarry","House of Commons Tabled Parliamentary Question 2015/16 14799","14799"
"http://data.parliament.uk/resources/426154","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, what estimate he he has made of the proportion of Government expenditure on pension credit which falls within the carer addition element of that credit in (a) the UK, (b) Scotland, (c) Glasgow and (d) Glasgow East constituency in the 2015-16  financial year.","Biography information for Natalie McGarry","Natalie McGarry","House of Commons Tabled Parliamentary Question 2015/16 14802","14802"
"http://data.parliament.uk/resources/426155","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, how many men in (a) the UK, (b) Scotland, (c) Glasgow and (d) Glasgow East constituency who are aged (i) 60, (ii) 61, (iii) 62, (iv) 63, (v) 64, (vi) 65, (vii) 66, and (viii) 67 are in receipt of carers' allowance in the 2015-16 financial year.","Biography information for Natalie McGarry","Natalie McGarry","House of Commons Tabled Parliamentary Question 2015/16 14800","14800"
"http://data.parliament.uk/resources/426156","2015-11-06","Women and Equalities","2015-11-04","To ask the Minister for Women and Equalities, what plans she has to improve the representation of women among (a) hon. Members and (b) local councillors.","Biography information for Natalie McGarry","Natalie McGarry","House of Commons Tabled Parliamentary Question 2015/16 14882","14882"
"http://data.parliament.uk/resources/426157","2015-11-06","Cabinet Office","2015-11-04","To ask the Minister for the Cabinet Office, how many cyclists have been (a) killed and (b) seriously injured in the last year.","Biography information for Daniel Zeichner","Daniel Zeichner","House of Commons Tabled Parliamentary Question 2015/16 14815","14815"
"http://data.parliament.uk/resources/426158","2015-11-06","Department for Energy and Climate Change","2015-11-04","To ask the Secretary of State for Energy and Climate Change, what estimate she has made of the market size of the UK solar industry in 2016.","Biography information for Daniel Zeichner","Daniel Zeichner","House of Commons Tabled Parliamentary Question 2015/16 14859","14859"
"http://data.parliament.uk/resources/426159","2015-11-06","Department for Energy and Climate Change","2015-11-04","To ask the Secretary of State for Energy and Climate Change, how many responses have been received to the feed-in tariff consultation; and what account she will take of those responses in making her final decision on the feed-in tariff support scheme.","Biography information for Daniel Zeichner","Daniel Zeichner","House of Commons Tabled Parliamentary Question 2015/16 14858","14858"
"http://data.parliament.uk/resources/426160","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, what assessment he has made of the reasons for the increase in the amount paid in road user compensation claims by local authorities in England outside London from 2012-13 to 2013-14.","Biography information for Daniel Zeichner","Daniel Zeichner","House of Commons Tabled Parliamentary Question 2015/16 14709","14709"
"http://data.parliament.uk/resources/426161","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, what estimate his Department has made of the contribution made by bus commuters to economic output in the last year for which figures are available.","Biography information for Daniel Zeichner","Daniel Zeichner","House of Commons Tabled Parliamentary Question 2015/16 14679","14679"
"http://data.parliament.uk/resources/426162","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, how many roads were resurfaced in 2014-15.","Biography information for Daniel Zeichner","Daniel Zeichner","House of Commons Tabled Parliamentary Question 2015/16 14816","14816"
"http://data.parliament.uk/resources/426163","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, what assessment he has made of progress on Total Transport pilots.","Biography information for Daniel Zeichner","Daniel Zeichner","House of Commons Tabled Parliamentary Question 2015/16 14814","14814"
"http://data.parliament.uk/resources/426164","2015-11-09","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what progress she has made in respect of the introduction of regulations for international seafarers in the fishing industry.","Biography information for Ms Margaret Ritchie","Ms Margaret Ritchie","House of Commons Tabled Parliamentary Question 2015/16 14876","14876"
"http://data.parliament.uk/resources/426165","2015-11-06","Department for Education","2015-11-04","To ask the Secretary of State for Education, with reference to clause 1 of the Childcare Bill, what categories of childcare provider she plans to include in an independent review of the free childcare entitlement funding system.","Biography information for Caroline Nokes","Caroline Nokes","House of Commons Tabled Parliamentary Question 2015/16 14818","14818"
"http://data.parliament.uk/resources/426166","2015-11-06","Department for Education","2015-11-04","To ask the Secretary of State for Education, what assessment she has made of the effect of increasing free childcare provision to 30 hours per week on the number of nurseries which offer free childcare provision.","Biography information for Caroline Nokes","Caroline Nokes","House of Commons Tabled Parliamentary Question 2015/16 14811","14811"
"http://data.parliament.uk/resources/426167","2015-11-09","Department for Business, Innovation and Skills","2015-11-04","To ask the Secretary of State for Business, Innovation and Skills, pursuant to the Answer of 3 November 2015 to Question 13325, how many bursaries his Department offered people to become mathematics teachers in the further education sector in each year from 2010-11 to 2014-15; and how many such bursaries he estimates his Department will deliver in 2015-16.","Biography information for Gordon Marsden","Gordon Marsden","House of Commons Tabled Parliamentary Question 2015/16 14936","14936"
